제품명,제품군 대분류,제품군 중분류,제품군 소분류,업체명,업체주소,생산지,출처,처분권자,조치일자,조치내용,위반내용,기타
피니쉬라인 원스텝 윤활제,코팅/접착제류,방청제,,스포츠온피프티파이브㈜(02-568-0755),,,,,2017-12-19,회수명령,자가검사 미실시,전 제품
김민재편백 차량용방향제,방향제류,방향제,,㈜편백치드(02-982-7776),,,,,2017-12-19,회수명령,자가검사 미실시,전 제품
김민재편백 정유,방향제류,탈취제,,㈜편백치드(02-982-7776),,,,,2017-12-19,회수명령,자가검사 미실시,전 제품
김민재편백 심재편백수,방향제류,탈취제,,㈜편백치드(02-982-7776),,,,,2017-12-19,회수명령,자가검사 미실시,전 제품
록타이트401 다용도 초강력 순간접착제 50g,코팅/접착제류,접착제,,헨켈코리아(유) (02-3279-1700),,,,,2017-10-26,회수명령,어린이보호포장 미준수 및 미표기 전 제품,전 제품
불글루 311,코팅/접착제류,접착제,,헨켈코리아(유)(02-3279-1700),,,,,2017-10-26,회수명령,클로로포름 기준 초과,전 제품
하모니베로떼 천연세탁세제 (맨손세제),세제류,합성세제,,효제 (02-2029-8132),,,,,2016-10-24,회수권고,자가검사번호 허위기재,`15.7.23. 이전 생산제품(제조일 기준)
컨센서스 섬유탈취제,방향제류,탈취제,,㈜케이피코리아 (02-403-4483),,,,,2016-08-01,회수권고,에틸렌글리콜 검출,전 제품
에티켓 (담배냄새제거제),방향제류,방향제,,㈜산도깨비 (02-392-1653),,,,,2016-08-01,회수권고,MIT 검출,전 제품
포포베 피규어 방향제,방향제류,방향제,,㈜포포베코리아 (02-3667-8990),,,,,2016-05-18,회수권고,자가검사번호 허위기재,자가검사번호가 C-A09B-H240001 -A150인 제품
다목적 접착제,코팅/접착제류,접착제,,㈜크록스 (031-356-2253),,,,,2017-02-01,회수명령,사용금지 물질 (염화비닐) 검출,전 제품
샤이니엠보 파우더색소 블랙,미용제품,문신용 염료,,코어넥스,,,,,2016-12-02,회수명령,"구리, 납, 아연 기준 초과",전 제품
클로저 화장실향수 블랙엔젤,살생물제류,소독제,,㈜바이오세상 (1577-2390),,,,,2017-03-31,회수명령,아세트알데히드 기준 초과,전 제품
자동차용 붓페인트,염료/염색류,물체탈/염색제,,㈜일신CNA (032-656-2121),,,,,2017-03-31,회수명령,트리클로로에틸렌 기준 초과,자가검사번호 F-A11B-J001003 A150인 제품
마운트발 냄새 흡수제,방향제류,탈취제,,운오통상 (031-333-5945),,,,,2017-03-31,회수명령,은(銀) 기준 초과,`15.11.30. 이전 생산제품(제조일 기준)
모비스 은나노+ 광촉매 에어컨·히터 간편탈취제,방향제류,탈취제,,㈜오토반 (031-577-2192),,,,,2017-03-31,회수명령,은(銀) 기준 초과,`15.09.24. 이전 생산제품(제조일 기준)
폴라패밀리 에어컨·히터 간편탈취,방향제류,탈취제,,㈜불스원 (080-500-1479),,,,,2017-03-03,회수명령,3-요오드-2-프로 핀일 뷰틸 카바민산 기준 초과,`15.09.29. 이전 생산제품(제조일 기준)
비타포레,방향제류,방향제,,㈜숲에서 (070-7123-9898),,,,,2017-03-31,회수명령,트리클로로 에틸렌 기준 초과,전 제품
SCENTNA 02,방향제류,방향제,,향기나,,,,,2017-03-31,회수명령,폼알데하이드 기준 초과,전 제품
별자리 디퓨저,방향제류,방향제,,㈜에스앤피웍스 (070-4242-9241),,,,,2017-03-31,회수명령,폼알데하이드 기준 초과,전 제품
"엣지아이 Eyelash Adhesive black, Loi-1",코팅/접착제류,접착제,,로이뷰티 (070-7779-5257),,,,,2017-03-31,회수명령,폼알데하이드 기준 초과,전 제품
P.V.C용 강력접착제 D-3361,코팅/접착제류,접착제,,대흥화학공업㈜ (02-554-8211),,,,,2017-03-31,회수명령,사용금지 물질(염화비닐) 검출,`15.10.13. 이전 생산제품(제조일 기준)
김서림 습기 방지제,코팅/접착제류,김서림 방지제,,동양산업 (032-569-2850),,,,,2017-03-31,회수명령,아세트알데히드 기준 초과,전 제품
CT-21,코팅/접착제류,코팅제,,벡스인터코퍼레이션㈜ (080-200-4040),,,,,2017-03-31,회수명령,니켈 기준 초과,`15.10.06. 이전 생산제품(제조일 기준)
 Jet Seal,코팅/접착제류,코팅제,,에이큐에이㈜ (031-345-0581),,,,,2017-03-31,회수명령,폼알데하이드 기준 초과,`15.09.30. 이전 생산제품(제조일 기준)
Poorboy’s QD+,코팅/접착제류,코팅제,,디테일링 월드 (031-911-9089),,,,,2017-03-31,회수명령,폼알데하이드 기준 초과,전 제품
펄 워터리스 에코 타이어 샤인,코팅/접착제류,코팅제,,㈜유닉슨 (070-8839-7780),,,,,2017-03-31,회수명령,폼알데하이드 기준 초과,전 제품
3M 강력코팅제 리퀴드왁스,코팅/접착제류,코팅제,,한국쓰리엠㈜ (080-033-4114) ,,,,,2017-03-31,회수명령,폼알데하이드 기준 초과,전 제품
G4016 슈프림 샤인,코팅/접착제류,코팅제,,한국쓰리엠㈜ (080-033-4114),,,,,2017-03-31,회수명령,폼알데하이드 기준 초과,전 제품
엔진외부 크리너 EC-113,세제류,세정제,,㈜나바켐 (041-531-7992),,,,,2017-03-31,회수명령,사용금지 물질 (디클로로메탄) 검출,전 제품
터치미 마살라 레드,미용제품,문신용 염료,,NKI (070-4126-7955),,,,,2017-01-18,회수명령,"폼알데하이드 기준 초과, 무균시험 부적합",전 제품
카리스마 색소 제트블랙,미용제품,문신용 염료,,바이올렛,,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,전 제품
카리스마 색소 라이트브라운,미용제품,문신용 염료,,바이올렛,,,,,2017-01-18,회수명령,무균시험 부적합,전 제품
부츠 신발 탈취 스프레이,방향제류,탈취제,,㈜태양 (041-621-9810),,,,,2017-01-18,회수명령,은(銀) 기준 초과,전 제품
자동차탈취제 CL-304,방향제류,탈취제,,㈜나바켐 (041-531-7992),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,전 제품
폴앤마틴 룸스프레이,방향제류,방향제,,㈜폴앤마틴 (051-722-9656),,,,,2017-01-18,회수명령,메탄올 기준  초과,전 제품
폴앤마틴 싱글룸 디퓨저,방향제류,방향제,,㈜폴앤마틴 (051-722-9656),,,,,2017-01-18,회수명령,메탄올 기준 초과,전 제품
아로마 후레쉬,방향제류,방향제,,㈜센트온 (02-2051-2501),,,,,2017-01-18,회수명령,메탄올 기준 초과,`16.12.28. 이전 생산제품(제조일 기준)
"록스타 손오공본드,",코팅/접착제류,접착제,,유선케미칼㈜ (02-2212-4618),,,,,2017-01-18,회수명령,"톨루엔, 디클로로메탄 기준 초과",`17.02.16. 이전 생산제품(제조일 기준)
강력접착제 (다용도),코팅/접착제류,접착제,,한국쓰리엠㈜ (080-033-4114),,,,,2017-01-18,회수명령,사용금지 물질 (염화비닐) 검출,전 제품
다용도 강력 접착제,코팅/접착제류,접착제,,한국쓰리엠㈜ (080-033-4114),,,,,2017-01-18,회수명령,사용금지 물질 (염화비닐) 검출,전 제품
 3P,코팅/접착제류,코팅제,,㈜스톤닥터앤제네럴코 리아 (031-769-4745),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,전 제품
스피드와잎,코팅/접착제류,코팅제,,에이큐에이㈜ (031-345-0581),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,`17.06.07. 이전 생산제품(제조일 기준)
마루마루 스프레이 물왁스,코팅/접착제류,코팅제,,나오테크㈜ (031-680-0505),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,전 제품
소너스 아크릴릭 글란츠,코팅/접착제류,코팅제,,오토왁스 (070-8785-0986),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,전 제품
화이트 다이아몬드 쇼글레이즈,코팅/접착제류,코팅제,,오토왁스 (070-8785-0986),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,전 제품
캬브레타 초크 크리너,세제류,세정제,,㈜일신CNA (032-656-2121),,,,,2017-01-18,회수명령,사용금지 물질 (디클로로메탄) 검출,전 제품
듀라글로스 #901 카워시 컨센트레이트,세제류,세정제,,오토왁스 (070-8785-0986),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,전 제품
아머올 실내 크리너티슈 (숲속향),세제류,세정제,,극동제연㈜ (031-680-0563),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,`15.08.10. 이전 생산제품(제조일 기준)
아머올 외장 플라스틱 범퍼 복원제,세제류,세정제,,극동제연㈜ (031-680-0563),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,`16.3.15. 이전 생산제품(제조일 기준)
아머올 울트라 샤인 워시&왁스,세제류,세정제,,극동제연㈜ (031-680-0563),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,`16.03.15. 이전 생산제품(제조일 기준)
슈퍼 마이크로 러빙 컴파운드,세제류,세정제,,오토앤㈜ (031-689-3320),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,전 제품
라임 프라임 프리왁스 클린져 (DJLP250),세제류,세정제,,오토앤㈜ (031-689-3320),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,전 제품
LENS CLEANING WIPES,세제류,세정제,,칼자이스비전코리아㈜ (02-3140-2800),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,`15.10.25. 이전 생산제품(제조일 기준)
자이스 렌즈 클리너,세제류,세정제,,칼자이스비전코리아㈜ (02-3140-2800),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,`15.10.25. 이전 생산제품(제조일 기준)
가정용 벡스크린,세제류,세정제,,벡스인터코퍼레이션㈜ (080-200-4040),,,,,2017-01-18,회수명령,폼알데하이드 기준 초과,전 제품
맑은 씽크,세제류,세정제,,맑은나라 (051-292-0666),,한국,,낙동강유역환경청,2017-01-10,회수명령,"폼알데하이드 0.0063% 검출(0.004% 이하)염산 0.0035% 검출 (0.001% 이하)황산 0.0035% 검출 (0.001% 이하)",
욕실청소용 크린스틱,세제류,세정제,,한국쓰리엠㈜ (080-033-4114),,,,,2017-01-18,회수명령, 폼알데하이드 기준 초과,전제품
SofTop 040,미용제품,문신용 염료,,아던뷰티,,,,,2016-10-24,회수명령,"아연 기준 초과, 무균시험 부적합",전제품
오디세이 퍼플,미용제품,문신용 염료,,㈜디엔에이치디포 (1599-1969),,,,,2016-10-24,회수명령, 폼알데하이드 기준 초과,전제품
오디세이 쉐딩블랙,미용제품,문신용 염료,,㈜디엔에이치디포 (1599-1969),,,,,2016-10-24,회수명령, 폼알데하이드 기준 초과,전제품
아티그 딥블랙,미용제품,문신용 염료,,크로스메드,,,,,2016-10-24,회수명령, 폼알데하이드 기준 초과,`16.09.29. 이전 생산제품(제조일 기준)
아티그 만다린,미용제품,문신용 염료,,크로스메드,,,,,2016-10-24,회수명령, 균시험 부적합,16.09.27. 이전 생산제품(제조일 기준)
휴델 파우더 색소 블랙,미용제품,문신용 염료,,JHN Micro Tec (031-8084-3088),,,,,2016-10-24,회수명령, 무균시험 부적합,전제품
스프레이 페인트,염료/염색류,물체탈/염색제,,㈜제일케미칼 (02-2245-3306),,,,,2016-10-24,회수명령, 벤젠 기준 초과,1. H-206-9F (`16.4.18~8.12.) 2. H-266-MK (`16.2.3~9.9.) 3. H-293-NFA (`16.1.6.~8.16.) 4. H-353-YB6 (`16.1.6.~9.19.)
오더 후레쉬,방향제류,탈취제,,㈜캉가루 (032-523-2531),,,,,2016-10-24,회수명령," 3-요오드-2프로판 일 뷰틸 카바민산, 폼알데하이드 기준 초과",`15.10.26. 이전 생산제품(제조일 기준)
PNA100,코팅/접착제류,김서림 방지제,,㈜피닉스레포츠 (02-898-5588),,,,,2016-10-24,회수명령, 아세트알데하이드 기준 초과,`17.03.14. 이전 생산제품(제조일 기준)
뿌리는 그리스,코팅/접착제류,방청제,,㈜일신CNA (032-656-2121),,,,,2016-10-24,회수명령, 벤젠 기준 초과,`16.02.17. 이전 생산제품(제조일 기준)
유니왁스,코팅/접착제류,코팅제,,㈜유니켐 (054-431-4922),,,,,2016-10-24,회수명령,폼알데하이드 기준 초과,전제품
렉솔 레더 클리너,세제류,세정제,,㈜케토시인터내셔널 (070-4412-4982),,,,,2016-07-28,회수명령,폼알데하이드 기준 초과,전제품
렉솔 레더 클리너,세제류,세정제,,㈜케토시인터내셔널 (070-4412-4982),,,,,2016-07-28,회수명령,폼알데하이드 기준 초과,전제품
석고방향제,방향제류,방향제,,비향(향기날다),,,,,2016-05-29,회수명령,폼알데하이드 기준 초과,전제품
석고방향제,방향제류,방향제,,라라공방,,,,,2016-05-29,회수명령,폼알데하이드 기준 초과,전제품
석고방향제,방향제류,방향제,,수작이,,,,,2016-05-29,회수명령,폼알데하이드 기준 초과,전제품
LACK FIRE,세제류,합성세제,,오토왁스 (070-8785-0986),,,,,2016-05-29,회수명령,생분해도 기준치 미만,전제품
LEXOL (Leather Cleaner),세제류,세정제,,오토왁스 (070-8785-0986),,,,,2016-05-29,회수명령,폼알데하이드 기준 초과,전제품
나노칼라 다크브라운,미용제품,문신용 염료,,미용닷컴 (031-848-3569),,,,,2016-05-18,회수명령,무균시험 부적합,`16.11.23. 이전 생산제품(제조일 기준)
에어컨·히터 살균 탈취,방향제류,탈취제,,㈜필코스캠 (031-957-5873),,,,,2016-05-18,회수명령,트리클로로에틸렌 기준 초과,`15.09.13. 이전 생산제품(제조일 기준)
어썸 페브릭 라벤더향,방향제류,탈취제,,㈜뉴스토아 (031-904-4816),,,,,2016-05-18,회수명령,폼알데하이드 기준 초과,전제품
신발 무균정,방향제류,탈취제,,바이오피톤㈜ (1577-9799),,,,,2016-05-18,회수명령,"사용금지 물질 (PHMG, PHMB) 검출",전제품
파커앤베일리 퍼니처 크림,세제류,세정제,,㈜네오제퍼 (031-944-8161),,,,,2016-05-18,회수명령,폼알데하이드 기준 초과,`16.06.01. 이전 생산제품(제조일 기준)
멜트(MELT),세제류,세정제,,비엔에스 월드링크 (070-8236-3250),,,,,2016-05-18,회수명령,"염산, 황산 기준 초과",전 제품
Leather CLEAN & RENEW WIPES,세제류,세정제,,에이스마케팅 (02-3409-5757),,,,,2016-05-18,회수명령,폼알데하이드 기준 초과,전 제품
순수한 프리미엄 계피스프레이,살생물제류,방충제,,비숲,,,,,2018-03-09,회수명령,아세트알데하이드 기준 초과,전 제품
JJBIO_DP1 PURE  COTTON,살생물제류,방충제,,전진바이오팜㈜(080-587-0916),,,,,2018-03-09,회수명령,아세트알데하이드 기준 초과,전 제품
JJBIO_DP1 CITRUS PEACH,살생물제류,방충제,,전진바이오팜㈜(080-587-0916),,,,,2018-03-09,회수명령,아세트알데하이드 기준 초과,전 제품
JJBIO_DP1 CHERRY  BLOSSOM,살생물제류,방충제,,전진바이오팜㈜(080-587-0916),,,,,2018-03-09,회수명령,아세트알데하이드 기준 초과,전 제품
일신카페인트-현대용 288 플레티늄 실버 Y7S,염료/염색류,물체탈/염색제,,㈜일신(032-656-2121),,,,,2018-03-09,회수명령,벤젠 기준 초과,전 제품
일신카페인트-현대용 282 오닉스 블랙 YB6,염료/염색류,물체탈/염색제,,㈜일신(032-656-2121),,,,,2018-03-09,회수명령,벤젠 기준 초과,전 제품
